RT,Stimuli,Response,Condition,Correct,Age,L1,ID,Fold,Time_taken,Sex,Language,Verb,Noun,Frequency,Score,Item,Accuracy,outliers,mAccuracy,mRT,iAccuracy,iRT
823,build a structure,y,Compositional,y,30,English,P031,2,518.0,Female,English,build,structure,85865,7.6,build structure,1,,0.9141104294478528,1347.0490797546013,0.9666666666666668,982.3166666666668
1201,float a log,y,Compositional,y,30,English,P031,2,518.0,Female,English,float,log,871,5.6,float log,1,,0.9141104294478528,1347.0490797546013,0.5645161290322581,1241.854838709677
853,bend the knee,y,Idiom,y,30,English,P031,2,518.0,Female,English,bend,knee,27701,10.5,bend knee,1,,0.9141104294478528,1347.0490797546013,0.9672131147540984,855.1147540983607
1405,unearth a fossil,y,Compositional,y,30,English,P031,2,518.0,Female,English,unearth,fossil,748,7.1,unearth fossil,1,,0.9141104294478528,1347.0490797546013,0.8870967741935484,1208.548387096774
848,carry one's weight,y,Idiom,y,30,English,P031,2,518.0,Female,English,carry,weight,72738,8.6,carry weight,1,,0.9141104294478528,1347.0490797546013,0.9666666666666668,964.9833333333332
1559,fan one's fear,n,Collocation,y,30,English,P031,2,518.0,Female,English,fan,fear,846,7.4,fan fear,0,,0.9141104294478528,1347.0490797546013,0.6440677966101694,1360.7118644067796
975,shatter glass,y,Compositional,y,30,English,P031,2,518.0,Female,English,shatter,glass,5273,7.3,shatter glass,1,,0.9141104294478528,1347.0490797546013,0.9508196721311476,896.327868852459
913,crash a computer,y,Idiom,y,30,English,P031,2,518.0,Female,English,crash,computer,2527,5.8,crash computer,1,,0.9141104294478528,1347.0490797546013,0.9838709677419356,1024.8870967741937
946,cross one's mind,y,Collocation,y,30,English,P031,2,518.0,Female,English,cross,mind,46036,8.5,cross mind,1,,0.9141104294478528,1347.0490797546013,0.967741935483871,919.7258064516128
1206,scrape a living,y,Collocation,y,30,English,P031,2,518.0,Female,English,scrape,living,1286,5.9,scrape living,1,,0.9141104294478528,1347.0490797546013,0.8688524590163934,1078.4918032786886
1101,stir controversy,y,Collocation,y,30,English,P031,2,518.0,Female,English,stir,controversy,6065,8.6,stir controversy,1,,0.9141104294478528,1347.0490797546013,0.935483870967742,971.467741935484
731,spill the beer,y,Compositional,y,30,English,P031,2,518.0,Female,English,spill,beer,2737,6.9,spill beer,1,,0.9141104294478528,1347.0490797546013,0.9193548387096774,1029.467741935484
1202,sow the seed,y,Idiom,y,30,English,P031,2,518.0,Female,English,sow,seed,57012,10.9,sow seed,1,,0.9141104294478528,1347.0490797546013,0.967741935483871,870.4354838709677
677,lock the gate,y,Compositional,y,30,English,P031,2,518.0,Female,English,lock,gate,11288,8.2,lock gate,1,,0.9141104294478528,1347.0490797546013,0.9838709677419356,873.5322580645161
706,cut hair,y,Compositional,y,30,English,P031,2,518.0,Female,English,cut,hair,46643,8.3,cut hair,1,,0.9141104294478528,1347.0490797546013,0.9838709677419356,798.1612903225806
1111,forge a link,y,Idiom,y,30,English,P031,2,518.0,Female,English,forge,link,9616,6.3,forge link,1,,0.9141104294478528,1347.0490797546013,0.8360655737704918,1035.9180327868853
1577,slash spending,n,Collocation,y,30,English,P031,2,518.0,Female,English,slash,spending,4420,8.1,slash spending,0,,0.9141104294478528,1347.0490797546013,0.8305084745762712,1238.5084745762713
2112,spread the seed,y,Idiom,y,30,English,P031,2,518.0,Female,English,spread,seed,7216,6.7,spread seed,1,,0.9141104294478528,1347.0490797546013,0.8225806451612904,1205.1935483870968
1051,hold one's breath,y,Collocation,y,30,English,P031,2,518.0,Female,English,hold,breath,113164,8.2,hold breath,1,,0.9141104294478528,1347.0490797546013,0.9838709677419356,867.6612903225806
1600,strike a target,y,Compositional,y,30,English,P031,2,518.0,Female,English,strike,target,9230,6.9,strike target,1,,0.9141104294478528,1347.0490797546013,0.935483870967742,993.451612903226
1058,dent one's reputation,y,Idiom,y,30,English,P031,2,518.0,Female,English,dent,reputation,413,4.0,dent reputation,1,,0.9141104294478528,1347.0490797546013,0.8870967741935484,1250.9032258064517
986,level a charge,y,Collocation,y,30,English,P031,2,518.0,Female,English,level,charge,9233,7.3,level charge,1,,0.9141104294478528,1347.0490797546013,0.7903225806451613,1223.6935483870968
889,spark panic,y,Collocation,y,30,English,P031,2,518.0,Female,English,spark,panic,1203,6.1,spark panic,1,,0.9141104294478528,1347.0490797546013,0.9344262295081968,1117.6065573770493
709,blow one's mind,y,Collocation,y,30,English,P031,2,518.0,Female,English,blow,mind,58033,9.4,blow mind,1,,0.9141104294478528,1347.0490797546013,0.967741935483871,864.6290322580645
780,pick a fight,y,Collocation,y,30,English,P031,2,518.0,Female,English,pick,fight,25712,8.4,pick fight,1,,0.9141104294478528,1347.0490797546013,0.9838709677419356,800.9193548387096
1360,battle the enemy,y,Compositional,y,30,English,P031,2,518.0,Female,English,battle,enemy,3316,6.4,battle enemy,1,,0.9141104294478528,1347.0490797546013,0.9836065573770492,1063.7540983606557
623,enter the house,y,Compositional,y,30,English,P031,2,518.0,Female,English,enter,house,54063,7.6,enter house,1,,0.9141104294478528,1347.0490797546013,0.967741935483871,843.4193548387096
761,push a person,y,Compositional,y,30,English,P031,2,518.0,Female,English,push,people,29182,5.5,push people,1,,0.9141104294478528,1347.0490797546013,0.9836065573770492,984.672131147541
885,throw a party,y,Collocation,y,30,English,P031,2,518.0,Female,English,throw,party,58685,8.5,throw party,1,,0.9141104294478528,1347.0490797546013,0.9836065573770492,794.8852459016393
669,taste blood,y,Idiom,y,30,English,P031,2,518.0,Female,English,taste,blood,5479,7.0,taste blood,1,,0.9141104294478528,1347.0490797546013,0.9838709677419356,829.6935483870968
764,navigate the world,y,Idiom,y,30,English,P031,2,518.0,Female,English,navigate,world,18410,6.9,navigate world,1,,0.9141104294478528,1347.0490797546013,1.0,946.344262295082
811,kick the bucket,y,Idiom,y,30,English,P031,2,518.0,Female,English,kick,bucket,6257,8.2,kick bucket,1,,0.9141104294478528,1347.0490797546013,0.9516129032258064,836.4677419354839
1234,abandon the building,n,Compositional,y,40,English,P036,2,428.0,Female,English,abandon,building,15935,7.2,abandon building,0,,0.9085365853658536,1017.8475609756098,0.9333333333333332,1129.8333333333333
2009,unleash a dog,y,Compositional,y,40,English,P036,2,428.0,Female,English,unleash,dog,2534,5.4,unleash dog,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,1077.6612903225807
1094,drop the anchor,y,Compositional,y,40,English,P036,2,428.0,Female,English,drop,anchor,9980,7.3,drop anchor,1,,0.9085365853658536,1017.8475609756098,0.9838709677419356,1047.9193548387098
1048,strain a muscle,y,Compositional,y,40,English,P036,2,428.0,Female,English,strain,muscle,3831,7.5,strain muscle,1,,0.9085365853658536,1017.8475609756098,0.9836065573770492,954.311475409836
1253,pierce one's skin,y,Compositional,y,40,English,P036,2,428.0,Female,English,pierce,skin,5027,7.0,pierce skin,1,,0.9085365853658536,1017.8475609756098,0.9508196721311476,1261.9180327868853
934,soften the blow,y,Idiom,y,40,English,P036,2,428.0,Female,English,soften,blow,10244,9.4,soften blow,1,,0.9085365853658536,1017.8475609756098,1.0,930.3333333333334
957,fight cancer,y,Collocation,y,40,English,P036,2,428.0,Female,English,fight,cancer,23036,8.0,fight cancer,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,904.9354838709676
947,stifle one's voice,y,Idiom,y,40,English,P036,2,428.0,Female,English,stifle,voice,1886,4.9,stifle voice,1,,0.9085365853658536,1017.8475609756098,0.9333333333333332,1261.65
1868,erase the traces,n,Idiom,y,40,English,P036,2,428.0,Female,English,erase,trace,2860,7.5,erase trace,0,,0.9085365853658536,1017.8475609756098,0.8103448275862069,1442.9827586206898
702,catch one's attention,y,Collocation,y,40,English,P036,2,428.0,Female,English,catch,attention,133801,9.3,catch attention,1,,0.9085365853658536,1017.8475609756098,1.0,995.3387096774194
1491,smear blood,y,Compositional,y,40,English,P036,2,428.0,Female,English,smear,blood,2322,6.4,smear blood,1,,0.9085365853658536,1017.8475609756098,0.935483870967742,1010.532258064516
842,spew hate,y,Collocation,y,40,English,P036,2,428.0,Female,English,spew,hate,2021,8.8,spew hate,1,,0.9085365853658536,1017.8475609756098,0.9016393442622952,1033.229508196721
1114,flood the area,y,Compositional,y,40,English,P036,2,428.0,Female,English,flood,area,17316,6.3,flood area,1,,0.9085365853658536,1017.8475609756098,0.9508196721311476,1050.229508196721
705,cast a net,y,Idiom,y,40,English,P036,2,428.0,Female,English,cast,net,17940,8.7,cast net,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,942.8064516129032
727,grasp the meaning,y,Collocation,y,40,English,P036,2,428.0,Female,English,grasp,meaning,6358,7.1,grasp meaning,1,,0.9085365853658536,1017.8475609756098,0.9830508474576272,1024.033898305085
1129,cultivate talent,y,Collocation,y,40,English,P036,2,428.0,Female,English,cultivate,talent,3854,6.5,cultivate talent,1,,0.9085365853658536,1017.8475609756098,0.9193548387096774,1168.3225806451612
1195,capture a soldier,y,Compositional,y,40,English,P036,2,428.0,Female,English,capture,soldier,10187,6.7,capture soldier,1,,0.9085365853658536,1017.8475609756098,0.9032258064516128,1203.354838709677
754,skip town,y,Idiom,y,40,English,P036,2,428.0,Female,English,skip,town,4297,6.3,skip town,1,,0.9085365853658536,1017.8475609756098,0.9322033898305084,935.4067796610168
759,lift the ban,y,Collocation,y,40,English,P036,2,428.0,Female,English,lift,ban,32844,9.4,lift ban,1,,0.9085365853658536,1017.8475609756098,0.9310344827586208,970.896551724138
782,share joy,y,Collocation,y,40,English,P036,2,428.0,Female,English,share,joy,17250,6.2,share joy,1,,0.9085365853658536,1017.8475609756098,0.9672131147540984,929.016393442623
869,twist one's words,y,Collocation,y,40,English,P036,2,428.0,Female,English,twist,word,6271,5.2,twist word,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,1043.0806451612902
884,crack the case,y,Idiom,y,40,English,P036,2,428.0,Female,English,crack,case,7313,5.0,crack case,1,,0.9085365853658536,1017.8475609756098,0.9838709677419356,1023.483870967742
763,beat one's drum,y,Idiom,y,40,English,P036,2,428.0,Female,English,beat,drum,15198,8.0,beat drum,1,,0.9085365853658536,1017.8475609756098,1.0,1104.8524590163934
1093,sweeten the pot,y,Idiom,y,40,English,P036,2,428.0,Female,English,sweeten,pot,3461,8.0,sweeten pot,1,,0.9085365853658536,1017.8475609756098,0.847457627118644,1134.949152542373
832,dangle a leg,n,Compositional,y,40,English,P036,2,428.0,Female,English,dangle,leg,1386,5.4,dangle leg,0,,0.9085365853658536,1017.8475609756098,0.8524590163934426,1270.2459016393443
1258,shift one's position,y,Compositional,y,40,English,P036,2,428.0,Female,English,shift,position,13395,6.5,shift position,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,1132.016129032258
753,pay a visit,y,Collocation,y,40,English,P036,2,428.0,Female,English,pay,visit,96351,8.5,pay visit,1,,0.9085365853658536,1017.8475609756098,1.0,875.7166666666667
1158,fuel the fire,y,Idiom,y,40,English,P036,2,428.0,Female,English,fuel,fire,9418,7.3,fuel fire,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,902.1935483870968
726,distort the truth,y,Collocation,y,40,English,P036,2,428.0,Female,English,distort,truth,5871,6.5,distort truth,1,,0.9085365853658536,1017.8475609756098,0.9508196721311476,989.9016393442624
1072,inflate the bubble,n,Idiom,y,40,English,P036,2,428.0,Female,English,inflate,bubble,2333,7.8,inflate bubble,0,,0.9085365853658536,1017.8475609756098,0.8688524590163934,1223.8196721311476
1098,hurt a child,y,Compositional,y,40,English,P036,2,428.0,Female,English,hurt,child,11455,5.5,hurt child,1,,0.9085365853658536,1017.8475609756098,0.935483870967742,996.516129032258
710,raise an eyebrow,y,Idiom,y,40,English,P036,2,428.0,Female,English,raise,eyebrow,126474,9.3,raise eyebrow,1,,0.9085365853658536,1017.8475609756098,0.9666666666666668,855.7666666666667
720,spin yarn,n,Compositional,y,40,English,P036,2,428.0,Female,English,spin,yarn,10358,9.6,spin yarn,0,,0.9085365853658536,1017.8475609756098,0.8870967741935484,1009.3870967741937
1448,stimulate the economy,y,Collocation,y,40,English,P036,2,428.0,Female,English,stimulate,economy,28332,8.8,stimulate economy,1,,0.9085365853658536,1017.8475609756098,0.95,1203.2833333333333
856,close a window,y,Compositional,y,40,English,P036,2,428.0,Female,English,close,window,46496,8.3,close window,1,,0.9085365853658536,1017.8475609756098,0.9836065573770492,914.7868852459015
785,weave a web,y,Idiom,y,40,English,P036,2,428.0,Female,English,weave,web,6389,7.9,weave web,1,,0.9085365853658536,1017.8475609756098,0.9193548387096774,1037.4193548387098
738,taste blood,y,Idiom,y,40,English,P036,2,428.0,Female,English,taste,blood,5479,7.0,taste blood,1,,0.9085365853658536,1017.8475609756098,0.9838709677419356,829.6935483870968
728,float a log,n,Compositional,y,40,English,P036,2,428.0,Female,English,float,log,871,5.6,float log,0,,0.9085365853658536,1017.8475609756098,0.5645161290322581,1241.854838709677
1398,spark panic,y,Collocation,y,40,English,P036,2,428.0,Female,English,spark,panic,1203,6.1,spark panic,1,,0.9085365853658536,1017.8475609756098,0.9344262295081968,1117.6065573770493
598,smell the perfume,y,Compositional,y,40,English,P036,2,428.0,Female,English,smell,perfume,2919,8.2,smell perfume,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,910.3709677419356
885,blow one's mind,y,Collocation,y,40,English,P036,2,428.0,Female,English,blow,mind,58033,9.4,blow mind,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,864.6290322580645
1092,drain one's account,y,Collocation,y,40,English,P036,2,428.0,Female,English,drain,account,2706,5.0,drain account,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,1019.7258064516128
655,kick the bucket,y,Idiom,y,40,English,P036,2,428.0,Female,English,kick,bucket,6257,8.2,kick bucket,1,,0.9085365853658536,1017.8475609756098,0.9516129032258064,836.4677419354839
610,cut hair,y,Compositional,y,40,English,P036,2,428.0,Female,English,cut,hair,46643,8.3,cut hair,1,,0.9085365853658536,1017.8475609756098,0.9838709677419356,798.1612903225806
638,throw a party,y,Collocation,y,40,English,P036,2,428.0,Female,English,throw,party,58685,8.5,throw party,1,,0.9085365853658536,1017.8475609756098,0.9836065573770492,794.8852459016393
753,carry one's weight,y,Idiom,y,40,English,P036,2,428.0,Female,English,carry,weight,72738,8.6,carry weight,1,,0.9085365853658536,1017.8475609756098,0.9666666666666668,964.9833333333332
701,run a race,y,Idiom,y,40,English,P036,2,428.0,Female,English,run,race,65736,7.6,run race,1,,0.9085365853658536,1017.8475609756098,0.9838709677419356,815.0
1278,face an obstacle,y,Idiom,y,40,English,P036,2,428.0,Female,English,face,obstacle,25112,7.3,face obstacle,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,1076.0967741935483
1061,slash spending,y,Collocation,y,40,English,P036,2,428.0,Female,English,slash,spending,4420,8.1,slash spending,1,,0.9085365853658536,1017.8475609756098,0.8305084745762712,1238.5084745762713
834,battle the enemy,y,Compositional,y,40,English,P036,2,428.0,Female,English,battle,enemy,3316,6.4,battle enemy,1,,0.9085365853658536,1017.8475609756098,0.9836065573770492,1063.7540983606557
748,enter the house,y,Compositional,y,40,English,P036,2,428.0,Female,English,enter,house,54063,7.6,enter house,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,843.4193548387096
731,push a person,y,Compositional,y,40,English,P036,2,428.0,Female,English,push,people,29182,5.5,push people,1,,0.9085365853658536,1017.8475609756098,0.9836065573770492,984.672131147541
793,forge a link,y,Idiom,y,40,English,P036,2,428.0,Female,English,forge,link,9616,6.3,forge link,1,,0.9085365853658536,1017.8475609756098,0.8360655737704918,1035.9180327868853
684,bend the knee,y,Idiom,y,40,English,P036,2,428.0,Female,English,bend,knee,27701,10.5,bend knee,1,,0.9085365853658536,1017.8475609756098,0.9672131147540984,855.1147540983607
686,lock the gate,y,Compositional,y,40,English,P036,2,428.0,Female,English,lock,gate,11288,8.2,lock gate,1,,0.9085365853658536,1017.8475609756098,0.9838709677419356,873.5322580645161
989,unearth a fossil,y,Compositional,y,40,English,P036,2,428.0,Female,English,unearth,fossil,748,7.1,unearth fossil,1,,0.9085365853658536,1017.8475609756098,0.8870967741935484,1208.548387096774
830,fan one's fear,y,Collocation,y,40,English,P036,2,428.0,Female,English,fan,fear,846,7.4,fan fear,1,,0.9085365853658536,1017.8475609756098,0.6440677966101694,1360.7118644067796
741,sow the seed,y,Idiom,y,40,English,P036,2,428.0,Female,English,sow,seed,57012,10.9,sow seed,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,870.4354838709677
711,pick a fight,y,Collocation,y,40,English,P036,2,428.0,Female,English,pick,fight,25712,8.4,pick fight,1,,0.9085365853658536,1017.8475609756098,0.9838709677419356,800.9193548387096
991,dent one's reputation,y,Idiom,y,40,English,P036,2,428.0,Female,English,dent,reputation,413,4.0,dent reputation,1,,0.9085365853658536,1017.8475609756098,0.8870967741935484,1250.9032258064517
810,strike a target,y,Compositional,y,40,English,P036,2,428.0,Female,English,strike,target,9230,6.9,strike target,1,,0.9085365853658536,1017.8475609756098,0.935483870967742,993.451612903226
751,shatter glass,y,Compositional,y,40,English,P036,2,428.0,Female,English,shatter,glass,5273,7.3,shatter glass,1,,0.9085365853658536,1017.8475609756098,0.9508196721311476,896.327868852459
701,ignite a flame,y,Compositional,y,40,English,P036,2,428.0,Female,English,ignite,flame,2986,7.9,ignite flame,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,845.5483870967741
1009,spread the seed,y,Idiom,y,40,English,P036,2,428.0,Female,English,spread,seed,7216,6.7,spread seed,1,,0.9085365853658536,1017.8475609756098,0.8225806451612904,1205.1935483870968
760,chase one's dreams,y,Collocation,y,40,English,P036,2,428.0,Female,English,chase,dream,15269,8.2,chase dream,1,,0.9085365853658536,1017.8475609756098,0.9672131147540984,941.4262295081968
727,cover one's face,y,Compositional,y,40,English,P036,2,428.0,Female,English,cover,face,55326,7.7,cover face,1,,0.9085365853658536,1017.8475609756098,0.9838709677419356,926.016129032258
729,scrape a living,y,Collocation,y,40,English,P036,2,428.0,Female,English,scrape,living,1286,5.9,scrape living,1,,0.9085365853658536,1017.8475609756098,0.8688524590163934,1078.4918032786886
719,unlock the door,y,Idiom,y,40,English,P036,2,428.0,Female,English,unlock,door,46638,9.0,unlock door,1,,0.9085365853658536,1017.8475609756098,1.0,819.2950819672132
1738,level a charge,y,Collocation,y,40,English,P036,2,428.0,Female,English,level,charge,9233,7.3,level charge,1,,0.9085365853658536,1017.8475609756098,0.7903225806451613,1223.6935483870968
1459,spill the beer,y,Compositional,y,40,English,P036,2,428.0,Female,English,spill,beer,2737,6.9,spill beer,1,,0.9085365853658536,1017.8475609756098,0.9193548387096774,1029.467741935484
769,cross one's mind,y,Collocation,y,40,English,P036,2,428.0,Female,English,cross,mind,46036,8.5,cross mind,1,,0.9085365853658536,1017.8475609756098,0.967741935483871,919.7258064516128
807,build a structure,y,Compositional,y,40,English,P036,2,428.0,Female,English,build,structure,85865,7.6,build structure,1,,0.9085365853658536,1017.8475609756098,0.9666666666666668,982.3166666666668
688,crash a computer,y,Idiom,y,40,English,P036,2,428.0,Female,English,crash,computer,2527,5.8,crash computer,1,,0.9085365853658536,1017.8475609756098,0.9838709677419356,1024.8870967741937
702,navigate the world,y,Idiom,y,40,English,P036,2,428.0,Female,English,navigate,world,18410,6.9,navigate world,1,,0.9085365853658536,1017.8475609756098,1.0,946.344262295082
797,hold one's breath,y,Collocation,y,40,English,P036,2,428.0,Female,English,hold,breath,113164,8.2,hold breath,1,,0.9085365853658536,1017.8475609756098,0.9838709677419356,867.6612903225806
703,stir controversy,y,Collocation,y,40,English,P036,2,428.0,Female,English,stir,controversy,6065,8.6,stir controversy,1,,0.9085365853658536,1017.8475609756098,0.935483870967742,971.467741935484
915,skip town,y,Idiom,y,24,English,P043,2,346.0,Female,English,skip,town,4297,6.3,skip town,1,,0.9817073170731708,947.670731707317,0.9322033898305084,935.4067796610168
642,close a window,y,Compositional,y,24,English,P043,2,346.0,Female,English,close,window,46496,8.3,close window,1,,0.9817073170731708,947.670731707317,0.9836065573770492,914.7868852459015
717,spin yarn,y,Compositional,y,24,English,P043,2,346.0,Female,English,spin,yarn,10358,9.6,spin yarn,1,,0.9817073170731708,947.670731707317,0.8870967741935484,1009.3870967741937
1063,inflate the bubble,y,Idiom,y,24,English,P043,2,346.0,Female,English,inflate,bubble,2333,7.8,inflate bubble,1,,0.9817073170731708,947.670731707317,0.8688524590163934,1223.8196721311476
737,abandon the building,y,Compositional,y,24,English,P043,2,346.0,Female,English,abandon,building,15935,7.2,abandon building,1,,0.9817073170731708,947.670731707317,0.9333333333333332,1129.8333333333333
1323,pay a visit,y,Collocation,y,24,English,P043,2,346.0,Female,English,pay,visit,96351,8.5,pay visit,1,,0.9817073170731708,947.670731707317,1.0,875.7166666666667
923,strain a muscle,y,Compositional,y,24,English,P043,2,346.0,Female,English,strain,muscle,3831,7.5,strain muscle,1,,0.9817073170731708,947.670731707317,0.9836065573770492,954.311475409836
982,twist one's words,y,Collocation,y,24,English,P043,2,346.0,Female,English,twist,word,6271,5.2,twist word,1,,0.9817073170731708,947.670731707317,0.967741935483871,1043.0806451612902
764,distort the truth,y,Collocation,y,24,English,P043,2,346.0,Female,English,distort,truth,5871,6.5,distort truth,1,,0.9817073170731708,947.670731707317,0.9508196721311476,989.9016393442624
778,cultivate talent,y,Collocation,y,24,English,P043,2,346.0,Female,English,cultivate,talent,3854,6.5,cultivate talent,1,,0.9817073170731708,947.670731707317,0.9193548387096774,1168.3225806451612
991,capture a soldier,y,Compositional,y,24,English,P043,2,346.0,Female,English,capture,soldier,10187,6.7,capture soldier,1,,0.9817073170731708,947.670731707317,0.9032258064516128,1203.354838709677
782,beat one's drum,y,Idiom,y,24,English,P043,2,346.0,Female,English,beat,drum,15198,8.0,beat drum,1,,0.9817073170731708,947.670731707317,1.0,1104.8524590163934
885,dangle a leg,y,Compositional,y,24,English,P043,2,346.0,Female,English,dangle,leg,1386,5.4,dangle leg,1,,0.9817073170731708,947.670731707317,0.8524590163934426,1270.2459016393443
1306,stifle one's voice,y,Idiom,y,24,English,P043,2,346.0,Female,English,stifle,voice,1886,4.9,stifle voice,1,,0.9817073170731708,947.670731707317,0.9333333333333332,1261.65
787,raise an eyebrow,y,Idiom,y,24,English,P043,2,346.0,Female,English,raise,eyebrow,126474,9.3,raise eyebrow,1,,0.9817073170731708,947.670731707317,0.9666666666666668,855.7666666666667
967,erase the traces,y,Idiom,y,24,English,P043,2,346.0,Female,English,erase,trace,2860,7.5,erase trace,1,,0.9817073170731708,947.670731707317,0.8103448275862069,1442.9827586206898
789,spew hate,y,Collocation,y,24,English,P043,2,346.0,Female,English,spew,hate,2021,8.8,spew hate,1,,0.9817073170731708,947.670731707317,0.9016393442622952,1033.229508196721
713,hurt a child,y,Compositional,y,24,English,P043,2,346.0,Female,English,hurt,child,11455,5.5,hurt child,1,,0.9817073170731708,947.670731707317,0.935483870967742,996.516129032258
865,unleash a dog,y,Compositional,y,24,English,P043,2,346.0,Female,English,unleash,dog,2534,5.4,unleash dog,1,,0.9817073170731708,947.670731707317,0.967741935483871,1077.6612903225807
816,fight cancer,y,Collocation,y,24,English,P043,2,346.0,Female,English,fight,cancer,23036,8.0,fight cancer,1,,0.9817073170731708,947.670731707317,0.967741935483871,904.9354838709676
748,cast a net,y,Idiom,y,24,English,P043,2,346.0,Female,English,cast,net,17940,8.7,cast net,1,,0.9817073170731708,947.670731707317,0.967741935483871,942.8064516129032
717,weave a web,y,Idiom,y,24,English,P043,2,346.0,Female,English,weave,web,6389,7.9,weave web,1,,0.9817073170731708,947.670731707317,0.9193548387096774,1037.4193548387098
687,soften the blow,y,Idiom,y,24,English,P043,2,346.0,Female,English,soften,blow,10244,9.4,soften blow,1,,0.9817073170731708,947.670731707317,1.0,930.3333333333334
797,smear blood,y,Compositional,y,24,English,P043,2,346.0,Female,English,smear,blood,2322,6.4,smear blood,1,,0.9817073170731708,947.670731707317,0.935483870967742,1010.532258064516
1109,shift one's position,y,Compositional,y,24,English,P043,2,346.0,Female,English,shift,position,13395,6.5,shift position,1,,0.9817073170731708,947.670731707317,0.967741935483871,1132.016129032258
806,catch one's attention,y,Collocation,y,24,English,P043,2,346.0,Female,English,catch,attention,133801,9.3,catch attention,1,,0.9817073170731708,947.670731707317,1.0,995.3387096774194
1106,flood the area,y,Compositional,y,24,English,P043,2,346.0,Female,English,flood,area,17316,6.3,flood area,1,,0.9817073170731708,947.670731707317,0.9508196721311476,1050.229508196721
665,pierce one's skin,y,Compositional,y,24,English,P043,2,346.0,Female,English,pierce,skin,5027,7.0,pierce skin,1,,0.9817073170731708,947.670731707317,0.9508196721311476,1261.9180327868853
794,stimulate the economy,y,Collocation,y,24,English,P043,2,346.0,Female,English,stimulate,economy,28332,8.8,stimulate economy,1,,0.9817073170731708,947.670731707317,0.95,1203.2833333333333
934,crack the case,y,Idiom,y,24,English,P043,2,346.0,Female,English,crack,case,7313,5.0,crack case,1,,0.9817073170731708,947.670731707317,0.9838709677419356,1023.483870967742
1089,lift the ban,y,Collocation,y,24,English,P043,2,346.0,Female,English,lift,ban,32844,9.4,lift ban,1,,0.9817073170731708,947.670731707317,0.9310344827586208,970.896551724138
860,sweeten the pot,y,Idiom,y,24,English,P043,2,346.0,Female,English,sweeten,pot,3461,8.0,sweeten pot,1,,0.9817073170731708,947.670731707317,0.847457627118644,1134.949152542373
1222,drop the anchor,y,Compositional,y,24,English,P043,2,346.0,Female,English,drop,anchor,9980,7.3,drop anchor,1,,0.9817073170731708,947.670731707317,0.9838709677419356,1047.9193548387098
650,share joy,y,Collocation,y,24,English,P043,2,346.0,Female,English,share,joy,17250,6.2,share joy,1,,0.9817073170731708,947.670731707317,0.9672131147540984,929.016393442623
766,grasp the meaning,y,Collocation,y,24,English,P043,2,346.0,Female,English,grasp,meaning,6358,7.1,grasp meaning,1,,0.9817073170731708,947.670731707317,0.9830508474576272,1024.033898305085
743,fuel the fire,y,Idiom,y,24,English,P043,2,346.0,Female,English,fuel,fire,9418,7.3,fuel fire,1,,0.9817073170731708,947.670731707317,0.967741935483871,902.1935483870968
1109,stir controversy,y,Collocation,y,24,English,P043,2,346.0,Female,English,stir,controversy,6065,8.6,stir controversy,1,,0.9817073170731708,947.670731707317,0.935483870967742,971.467741935484
888,fan one's fear,n,Collocation,y,24,English,P043,2,346.0,Female,English,fan,fear,846,7.4,fan fear,0,,0.9817073170731708,947.670731707317,0.6440677966101694,1360.7118644067796
1278,float a log,y,Compositional,y,24,English,P043,2,346.0,Female,English,float,log,871,5.6,float log,1,,0.9817073170731708,947.670731707317,0.5645161290322581,1241.854838709677
672,pick a fight,y,Collocation,y,24,English,P043,2,346.0,Female,English,pick,fight,25712,8.4,pick fight,1,,0.9817073170731708,947.670731707317,0.9838709677419356,800.9193548387096
815,crash a computer,y,Idiom,y,24,English,P043,2,346.0,Female,English,crash,computer,2527,5.8,crash computer,1,,0.9817073170731708,947.670731707317,0.9838709677419356,1024.8870967741937
779,chase one's dreams,y,Collocation,y,24,English,P043,2,346.0,Female,English,chase,dream,15269,8.2,chase dream,1,,0.9817073170731708,947.670731707317,0.9672131147540984,941.4262295081968
808,slash spending,y,Collocation,y,24,English,P043,2,346.0,Female,English,slash,spending,4420,8.1,slash spending,1,,0.9817073170731708,947.670731707317,0.8305084745762712,1238.5084745762713
624,throw a party,y,Collocation,y,24,English,P043,2,346.0,Female,English,throw,party,58685,8.5,throw party,1,,0.9817073170731708,947.670731707317,0.9836065573770492,794.8852459016393
617,cut hair,y,Compositional,y,24,English,P043,2,346.0,Female,English,cut,hair,46643,8.3,cut hair,1,,0.9817073170731708,947.670731707317,0.9838709677419356,798.1612903225806
