RT,Stimuli,Response,Condition,Correct,Age,L1,ID,Fold,Time_taken,Sex,Language,Verb,Noun,Frequency,Score,Item,Accuracy,outliers,mAccuracy,mRT,iAccuracy,iRT
1837,smear an opponent,n,Idiom,y,42,English,P062,1,796.0,Male,English,smear,opponent,933,5.6,smear opponent,0,,0.8543046357615894,1664.8211920529802,0.6129032258064516,1304.854838709677
941,share food,y,Compositional,y,42,English,P062,1,796.0,Male,English,share,food,17706,5.8,share food,1,,0.8543046357615894,1664.8211920529802,1.0,890.2459016393443
1545,shift the burden,y,Idiom,y,42,English,P062,1,796.0,Male,English,shift,burden,14511,8.2,shift burden,1,,0.8543046357615894,1664.8211920529802,0.9838709677419356,1041.3225806451612
1256,capture one's heart,y,Idiom,y,42,English,P062,1,796.0,Male,English,capture,heart,23582,7.5,capture heart,1,,0.8543046357615894,1664.8211920529802,1.0,973.048387096774
1253,carry a risk,y,Collocation,y,42,English,P062,1,796.0,Male,English,carry,risk,44571,7.5,carry risk,1,,0.8543046357615894,1664.8211920529802,0.9166666666666666,1009.25
1072,drop a line,y,Idiom,y,42,English,P062,1,796.0,Male,English,drop,line,13304,5.9,drop line,1,,0.8543046357615894,1664.8211920529802,0.9344262295081968,949.0491803278688
2041,pierce the veil,n,Idiom,y,42,English,P062,1,796.0,Male,English,pierce,veil,4674,9.5,pierce veil,0,,0.8543046357615894,1664.8211920529802,0.6229508196721312,1321.1475409836066
1840,stimulate a cell,y,Compositional,y,42,English,P062,1,796.0,Male,English,stimulate,cell,11511,7.4,stimulate cell,1,,0.8543046357615894,1664.8211920529802,0.7213114754098361,1297.5245901639344
1303,dangle a carrot,y,Idiom,y,42,English,P062,1,796.0,Male,English,dangle,carrot,2648,9.5,dangle carrot,1,,0.8543046357615894,1664.8211920529802,0.935483870967742,1088.1774193548388
1350,spread terror,y,Collocation,y,42,English,P062,1,796.0,Male,English,spread,terror,3270,6.0,spread terror,1,,0.8543046357615894,1664.8211920529802,0.967741935483871,986.016129032258
848,pay the debt,y,Compositional,y,42,English,P062,1,796.0,Male,English,pay,debt,84234,8.3,pay debt,1,,0.8543046357615894,1664.8211920529802,1.0,865.2131147540983
1739,distort an image,y,Compositional,y,42,English,P062,1,796.0,Male,English,distort,image,4773,5.1,distort image,1,,0.8543046357615894,1664.8211920529802,0.967741935483871,1029.0806451612902
1822,dent one's confidence,y,Collocation,y,42,English,P062,1,796.0,Male,English,dent,confidence,1228,5.4,dent confidence,1,,0.8543046357615894,1664.8211920529802,0.935483870967742,1285.516129032258
1273,taste success,y,Collocation,y,42,English,P062,1,796.0,Male,English,taste,success,4956,5.9,taste success,1,,0.8543046357615894,1664.8211920529802,0.9836065573770492,903.016393442623
1149,face the facts,y,Collocation,y,42,English,P062,1,796.0,Male,English,face,fact,24588,6.6,face fact,1,,0.8543046357615894,1664.8211920529802,1.0,936.1774193548388
1338,flood the market,y,Idiom,y,42,English,P062,1,796.0,Male,English,flood,market,24774,9.0,flood market,1,,0.8543046357615894,1664.8211920529802,0.9032258064516128,946.3870967741937
1005,close the gap,y,Idiom,y,42,English,P062,1,796.0,Male,English,close,gap,134164,10.0,close gap,1,,0.8543046357615894,1664.8211920529802,1.0,950.3225806451612
1954,spew lava,n,Compositional,y,42,English,P062,1,796.0,Male,English,spew,lava,1017,8.7,spew lava,0,,0.8543046357615894,1664.8211920529802,0.6290322580645161,1125.3225806451612
2299,crash a wedding,y,Collocation,y,42,English,P062,1,796.0,Male,English,crash,wedding,1110,6.2,crash wedding,1,,0.8543046357615894,1664.8211920529802,1.0,945.1290322580644
1048,abandon ship,y,Idiom,y,42,English,P062,1,796.0,Male,English,abandon,ship,16629,7.9,abandon ship,1,,0.8543046357615894,1664.8211920529802,0.9516129032258064,871.6129032258065
1247,forge a signature,y,Collocation,y,42,English,P062,1,796.0,Male,English,forge,signature,6865,8.0,forge signature,1,,0.8543046357615894,1664.8211920529802,0.9830508474576272,1063.8305084745762
2639,navigate a challenge,y,Collocation,y,42,English,P062,1,796.0,Male,English,navigate,challenge,12323,6.7,navigate challenge,1,,0.8543046357615894,1664.8211920529802,1.0,1147.8360655737704
1141,hurt the eyes,y,Idiom,y,42,English,P062,1,796.0,Male,English,hurt,eye,8773,5.9,hurt eye,1,,0.8543046357615894,1664.8211920529802,0.9193548387096774,1098.032258064516
1679,sow confusion,n,Collocation,y,42,English,P062,1,796.0,Male,English,sow,confusion,3504,7.7,sow confusion,0,,0.8543046357615894,1664.8211920529802,0.7580645161290323,1211.467741935484
1225,spin one's wheels,y,Idiom,y,42,English,P062,1,796.0,Male,English,spin,wheel,25453,9.5,spin wheel,1,,0.8543046357615894,1664.8211920529802,0.8870967741935484,1272.6129032258063
1337,fight the enemy,y,Compositional,y,42,English,P062,1,796.0,Male,English,fight,enemy,23869,8.0,fight enemy,1,,0.8543046357615894,1664.8211920529802,1.0,975.1774193548388
2511,bend the rule,y,Collocation,y,42,English,P062,1,796.0,Male,English,bend,rule,14612,7.1,bend rule,1,,0.8543046357615894,1664.8211920529802,0.9838709677419356,928.1774193548388
1428,grasp one's hand,y,Compositional,y,42,English,P062,1,796.0,Male,English,grasp,hand,7746,5.7,grasp hand,1,,0.8543046357615894,1664.8211920529802,0.9344262295081968,1083.770491803279
958,catch a fish,y,Compositional,y,42,English,P062,1,796.0,Male,English,catch,fish,111494,9.3,catch fish,1,,0.8543046357615894,1664.8211920529802,0.9836065573770492,836.1475409836065
1079,kick the habit,y,Collocation,y,42,English,P062,1,796.0,Male,English,kick,habit,10490,8.1,kick habit,1,,0.8543046357615894,1664.8211920529802,0.9838709677419356,937.2741935483872
1617,strain one's ears,y,Idiom,y,42,English,P062,1,796.0,Male,English,strain,ear,2727,7.2,strain ear,1,,0.8543046357615894,1664.8211920529802,0.918032786885246,1293.7540983606557
1216,unlock potential,y,Collocation,y,42,English,P062,1,796.0,Male,English,unlock,potential,27122,8.5,unlock potential,1,,0.8543046357615894,1664.8211920529802,0.9838709677419356,952.6774193548388
1382,fuel one's passion,y,Collocation,y,42,English,P062,1,796.0,Male,English,fuel,passion,4510,7.0,fuel passion,1,,0.8543046357615894,1664.8211920529802,0.9672131147540984,997.0
1206,spark a flame,y,Compositional,y,42,English,P062,1,796.0,Male,English,spark,flame,1100,5.7,spark flame,1,,0.8543046357615894,1664.8211920529802,0.9193548387096774,943.741935483871
1223,spill the beans,y,Idiom,y,42,English,P062,1,796.0,Male,English,spill,bean,18162,10.4,spill bean,1,,0.8543046357615894,1664.8211920529802,1.0,768.3870967741935
1187,chase a ball,y,Compositional,y,42,English,P062,1,796.0,Male,English,chase,ball,7917,6.8,chase ball,1,,0.8543046357615894,1664.8211920529802,0.9672131147540984,1004.032786885246
1495,fan one's face,y,Compositional,y,42,English,P062,1,796.0,Male,English,fan,face,681,3.5,fan face,1,,0.8543046357615894,1664.8211920529802,0.8387096774193549,1184.6290322580646
1212,unearth treasure,y,Idiom,y,42,English,P062,1,796.0,Male,English,unearth,treasure,1465,7.1,unearth treasure,1,,0.8543046357615894,1664.8211920529802,0.9032258064516128,1036.2096774193549
1076,skip breakfast,y,Collocation,y,42,English,P062,1,796.0,Male,English,skip,breakfast,8437,8.2,skip breakfast,1,,0.8543046357615894,1664.8211920529802,1.0,803.2459016393443
1048,lock horns,y,Idiom,y,42,English,P062,1,796.0,Male,English,lock,horn,10804,8.4,lock horn,1,,0.8543046357615894,1664.8211920529802,0.7903225806451613,1001.0967741935484
1228,blow air,y,Compositional,y,42,English,P062,1,796.0,Male,English,blow,air,19266,8.4,blow air,1,,0.8543046357615894,1664.8211920529802,0.95,878.7333333333333
839,push the button,y,Idiom,y,42,English,P062,1,796.0,Male,English,push,button,90119,9.6,push button,1,,0.8543046357615894,1664.8211920529802,0.9838709677419356,764.9516129032259
874,raise a child,y,Collocation,y,42,English,P062,1,796.0,Male,English,raise,child,168326,8.7,raise child,1,,0.8543046357615894,1664.8211920529802,1.0,759.9354838709677
1845,inflate one's ego,y,Collocation,y,42,English,P062,1,796.0,Male,English,inflate,ego,2090,8.0,inflate ego,1,,0.8543046357615894,1664.8211920529802,1.0,1020.9016393442624
1013,float one's boat,y,Idiom,y,42,English,P062,1,796.0,Male,English,float,boat,12267,8.4,float boat,1,,0.8543046357615894,1664.8211920529802,0.967741935483871,1002.7096774193548
811,pick a winner,y,Compositional,y,42,English,P062,1,796.0,Male,English,pick,winner,25931,8.3,pick winner,1,,0.8543046357615894,1664.8211920529802,1.0,827.2950819672132
2448,cover ground,y,Idiom,y,42,English,P062,1,796.0,Male,English,cover,ground,43449,7.4,cover ground,1,,0.8543046357615894,1664.8211920529802,0.967741935483871,913.5645161290324
1213,stifle dissent,n,Collocation,y,42,English,P062,1,796.0,Male,English,stifle,dissent,2974,9.1,stifle dissent,0,,0.8543046357615894,1664.8211920529802,0.5737704918032787,1170.1475409836066
1682,weave a story,n,Collocation,y,42,English,P062,1,796.0,Male,English,weave,story,15961,6.1,weave story,0,,0.8543046357615894,1664.8211920529802,0.7903225806451613,992.8709677419356
1148,cross a street,y,Compositional,y,42,English,P062,1,796.0,Male,English,cross,street,45592,9.0,cross street,1,,0.8543046357615894,1664.8211920529802,0.9838709677419356,967.483870967742
1350,scrape the skin,y,Compositional,y,42,English,P062,1,796.0,Male,English,scrape,skin,1675,5.4,scrape skin,1,,0.8543046357615894,1664.8211920529802,0.9193548387096774,1072.983870967742
2477,battle one's demons,y,Idiom,y,42,English,P062,1,796.0,Male,English,battle,demon,4244,8.0,battle demon,1,,0.8543046357615894,1664.8211920529802,0.9032258064516128,1087.5
1758,throw a rock,y,Compositional,y,42,English,P062,1,796.0,Male,English,throw,rock,33109,8.0,throw rock,1,,0.8543046357615894,1664.8211920529802,0.9516129032258064,912.3548387096774
1113,crack a smile,y,Collocation,y,42,English,P062,1,796.0,Male,English,crack,smile,7983,8.2,crack smile,1,,0.8543046357615894,1664.8211920529802,1.0,830.655737704918
1649,beat the odds,y,Collocation,y,42,English,P062,1,796.0,Male,English,beat,odd,12754,7.7,beat odd,1,,0.8543046357615894,1664.8211920529802,0.967741935483871,842.3709677419355
1617,cast doubt,y,Collocation,y,42,English,P062,1,796.0,Male,English,cast,doubt,56812,9.6,cast doubt,1,,0.8543046357615894,1664.8211920529802,0.9516129032258064,847.6451612903226
1202,build a wall,y,Idiom,y,42,English,P062,1,796.0,Male,English,build,wall,77579,7.5,build wall,1,,0.8543046357615894,1664.8211920529802,1.0,776.9508196721312
1545,cut corners,y,Idiom,y,42,English,P062,1,796.0,Male,English,cut,corner,41219,8.4,cut corner,1,,0.8543046357615894,1664.8211920529802,0.9838709677419356,859.3064516129032
2321,soften one's tone,y,Collocation,y,42,English,P062,1,796.0,Male,English,soften,tone,1969,6.3,soften tone,1,,0.8543046357615894,1664.8211920529802,0.967741935483871,1106.1290322580646
2008,enter the market,y,Idiom,y,42,English,P062,1,796.0,Male,English,enter,market,122635,8.9,enter market,1,,0.8543046357615894,1664.8211920529802,0.9672131147540984,871.4918032786885
979,strike gold,y,Idiom,y,42,English,P062,1,796.0,Male,English,strike,gold,11563,7.8,strike gold,1,,0.8543046357615894,1664.8211920529802,0.9666666666666668,840.7
1530,slash one's throat,y,Compositional,y,42,English,P062,1,796.0,Male,English,slash,throat,2869,8.1,slash throat,1,,0.8543046357615894,1664.8211920529802,0.9666666666666668,1049.0833333333333
1312,sweeten the deal,y,Collocation,y,42,English,P062,1,796.0,Male,English,sweeten,deal,8402,6.5,sweeten deal,1,,0.8543046357615894,1664.8211920529802,0.9516129032258064,952.1290322580644
2258,drain the oil,y,Compositional,y,42,English,P062,1,796.0,Male,English,drain,oil,6015,6.9,drain oil,1,,0.8543046357615894,1664.8211920529802,0.8225806451612904,1049.967741935484
1327,erase history,y,Collocation,y,42,English,P062,1,796.0,Male,English,erase,history,5499,5.8,erase history,1,,0.8543046357615894,1664.8211920529802,0.9838709677419356,877.241935483871
1191,smell the roses,y,Idiom,y,42,English,P062,1,796.0,Male,English,smell,rose,7425,9.4,smell rose,1,,0.8543046357615894,1664.8211920529802,0.9672131147540984,843.1147540983607
1138,ignite a fire,y,Idiom,y,42,English,P062,1,796.0,Male,English,ignite,fire,9306,7.5,ignite fire,1,,0.8543046357615894,1664.8211920529802,1.0,834.1935483870968
2280,shatter the record,y,Idiom,y,42,English,P062,1,796.0,Male,English,shatter,record,9028,6.3,shatter record,1,,0.8543046357615894,1664.8211920529802,0.918032786885246,1066.72131147541
871,hold hands,y,Compositional,y,42,English,P062,1,796.0,Male,English,hold,hand,168395,8.4,hold hand,1,,0.8543046357615894,1664.8211920529802,1.0,730.8709677419355
1107,level the ground,y,Compositional,y,42,English,P062,1,796.0,Male,English,level,ground,2181,5.3,level ground,1,,0.8543046357615894,1664.8211920529802,0.935483870967742,961.1612903225806
932,drop a line,y,Idiom,y,48,English,P065,1,324.0,Female,English,drop,line,13304,5.9,drop line,1,,0.9329268292682928,858.2378048780488,0.9344262295081968,949.0491803278688
757,crash a wedding,y,Collocation,y,48,English,P065,1,324.0,Female,English,crash,wedding,1110,6.2,crash wedding,1,,0.9329268292682928,858.2378048780488,1.0,945.1290322580644
966,distort an image,y,Compositional,y,48,English,P065,1,324.0,Female,English,distort,image,4773,5.1,distort image,1,,0.9329268292682928,858.2378048780488,0.967741935483871,1029.0806451612902
763,capture one's heart,y,Idiom,y,48,English,P065,1,324.0,Female,English,capture,heart,23582,7.5,capture heart,1,,0.9329268292682928,858.2378048780488,1.0,973.048387096774
1079,sow confusion,y,Collocation,y,48,English,P065,1,324.0,Female,English,sow,confusion,3504,7.7,sow confusion,1,,0.9329268292682928,858.2378048780488,0.7580645161290323,1211.467741935484
661,share food,y,Compositional,y,48,English,P065,1,324.0,Female,English,share,food,17706,5.8,share food,1,,0.9329268292682928,858.2378048780488,1.0,890.2459016393443
825,strain one's ears,y,Idiom,y,48,English,P065,1,324.0,Female,English,strain,ear,2727,7.2,strain ear,1,,0.9329268292682928,858.2378048780488,0.918032786885246,1293.7540983606557
996,stimulate a cell,n,Compositional,y,48,English,P065,1,324.0,Female,English,stimulate,cell,11511,7.4,stimulate cell,0,,0.9329268292682928,858.2378048780488,0.7213114754098361,1297.5245901639344
770,grasp one's hand,y,Compositional,y,48,English,P065,1,324.0,Female,English,grasp,hand,7746,5.7,grasp hand,1,,0.9329268292682928,858.2378048780488,0.9344262295081968,1083.770491803279
833,pierce the veil,n,Idiom,y,48,English,P065,1,324.0,Female,English,pierce,veil,4674,9.5,pierce veil,0,,0.9329268292682928,858.2378048780488,0.6229508196721312,1321.1475409836066
805,shift the burden,y,Idiom,y,48,English,P065,1,324.0,Female,English,shift,burden,14511,8.2,shift burden,1,,0.9329268292682928,858.2378048780488,0.9838709677419356,1041.3225806451612
1031,hurt the eyes,y,Idiom,y,48,English,P065,1,324.0,Female,English,hurt,eye,8773,5.9,hurt eye,1,,0.9329268292682928,858.2378048780488,0.9193548387096774,1098.032258064516
1065,smear an opponent,y,Idiom,y,48,English,P065,1,324.0,Female,English,smear,opponent,933,5.6,smear opponent,1,,0.9329268292682928,858.2378048780488,0.6129032258064516,1304.854838709677
772,dangle a carrot,y,Idiom,y,48,English,P065,1,324.0,Female,English,dangle,carrot,2648,9.5,dangle carrot,1,,0.9329268292682928,858.2378048780488,0.935483870967742,1088.1774193548388
907,fight the enemy,y,Compositional,y,48,English,P065,1,324.0,Female,English,fight,enemy,23869,8.0,fight enemy,1,,0.9329268292682928,858.2378048780488,1.0,975.1774193548388
800,forge a signature,y,Collocation,y,48,English,P065,1,324.0,Female,English,forge,signature,6865,8.0,forge signature,1,,0.9329268292682928,858.2378048780488,0.9830508474576272,1063.8305084745762
667,close the gap,y,Idiom,y,48,English,P065,1,324.0,Female,English,close,gap,134164,10.0,close gap,1,,0.9329268292682928,858.2378048780488,1.0,950.3225806451612
617,lift a hand,y,Compositional,y,48,English,P065,1,324.0,Female,English,lift,hand,29716,7.4,lift hand,1,,0.9329268292682928,858.2378048780488,0.935483870967742,988.951612903226
797,pay the debt,y,Compositional,y,48,English,P065,1,324.0,Female,English,pay,debt,84234,8.3,pay debt,1,,0.9329268292682928,858.2378048780488,1.0,865.2131147540983
728,kick the habit,y,Collocation,y,48,English,P065,1,324.0,Female,English,kick,habit,10490,8.1,kick habit,1,,0.9329268292682928,858.2378048780488,0.9838709677419356,937.2741935483872
749,run a country,y,Collocation,y,48,English,P065,1,324.0,Female,English,run,country,42155,6.7,run country,1,,0.9329268292682928,858.2378048780488,1.0,921.3870967741937
936,cultivate the soil,y,Compositional,y,48,English,P065,1,324.0,Female,English,cultivate,soil,3389,6.9,cultivate soil,1,,0.9329268292682928,858.2378048780488,0.9333333333333332,1086.2
1432,unleash hell,y,Idiom,y,48,English,P065,1,324.0,Female,English,unleash,hell,2366,6.8,unleash hell,1,,0.9329268292682928,858.2378048780488,0.967741935483871,928.983870967742
709,flood the market,y,Idiom,y,48,English,P065,1,324.0,Female,English,flood,market,24774,9.0,flood market,1,,0.9329268292682928,858.2378048780488,0.9032258064516128,946.3870967741937
717,abandon ship,y,Idiom,y,48,English,P065,1,324.0,Female,English,abandon,ship,16629,7.9,abandon ship,1,,0.9329268292682928,858.2378048780488,0.9516129032258064,871.6129032258065
693,navigate a challenge,y,Collocation,y,48,English,P065,1,324.0,Female,English,navigate,challenge,12323,6.7,navigate challenge,1,,0.9329268292682928,858.2378048780488,1.0,1147.8360655737704
684,face the facts,y,Collocation,y,48,English,P065,1,324.0,Female,English,face,fact,24588,6.6,face fact,1,,0.9329268292682928,858.2378048780488,1.0,936.1774193548388
848,dent one's confidence,y,Collocation,y,48,English,P065,1,324.0,Female,English,dent,confidence,1228,5.4,dent confidence,1,,0.9329268292682928,858.2378048780488,0.935483870967742,1285.516129032258
732,unlock potential,y,Collocation,y,48,English,P065,1,324.0,Female,English,unlock,potential,27122,8.5,unlock potential,1,,0.9329268292682928,858.2378048780488,0.9838709677419356,952.6774193548388
717,spin one's wheels,y,Idiom,y,48,English,P065,1,324.0,Female,English,spin,wheel,25453,9.5,spin wheel,1,,0.9329268292682928,858.2378048780488,0.8870967741935484,1272.6129032258063
629,catch a fish,y,Compositional,y,48,English,P065,1,324.0,Female,English,catch,fish,111494,9.3,catch fish,1,,0.9329268292682928,858.2378048780488,0.9836065573770492,836.1475409836065
796,taste success,y,Collocation,y,48,English,P065,1,324.0,Female,English,taste,success,4956,5.9,taste success,1,,0.9329268292682928,858.2378048780488,0.9836065573770492,903.016393442623
664,spread terror,y,Collocation,y,48,English,P065,1,324.0,Female,English,spread,terror,3270,6.0,spread terror,1,,0.9329268292682928,858.2378048780488,0.967741935483871,986.016129032258
892,bend the rule,y,Collocation,y,48,English,P065,1,324.0,Female,English,bend,rule,14612,7.1,bend rule,1,,0.9329268292682928,858.2378048780488,0.9838709677419356,928.1774193548388
703,spew lava,n,Compositional,y,48,English,P065,1,324.0,Female,English,spew,lava,1017,8.7,spew lava,0,,0.9329268292682928,858.2378048780488,0.6290322580645161,1125.3225806451612
672,carry a risk,y,Collocation,y,48,English,P065,1,324.0,Female,English,carry,risk,44571,7.5,carry risk,1,,0.9329268292682928,858.2378048780488,0.9166666666666666,1009.25
761,twist an ankle,y,Compositional,y,48,English,P065,1,324.0,Female,English,twist,ankle,5585,9.1,twist ankle,1,,0.9329268292682928,858.2378048780488,0.9838709677419356,926.6612903225806
912,battle one's demons,y,Idiom,y,48,English,P065,1,324.0,Female,English,battle,demon,4244,8.0,battle demon,1,,0.9329268292682928,858.2378048780488,0.9032258064516128,1087.5
668,build a wall,y,Idiom,y,48,English,P065,1,324.0,Female,English,build,wall,77579,7.5,build wall,1,,0.9329268292682928,858.2378048780488,1.0,776.9508196721312
1340,stifle dissent,y,Collocation,y,48,English,P065,1,324.0,Female,English,stifle,dissent,2974,9.1,stifle dissent,1,,0.9329268292682928,858.2378048780488,0.5737704918032787,1170.1475409836066
656,pick a winner,y,Compositional,y,48,English,P065,1,324.0,Female,English,pick,winner,25931,8.3,pick winner,1,,0.9329268292682928,858.2378048780488,1.0,827.2950819672132
1067,cut corners,y,Idiom,y,48,English,P065,1,324.0,Female,English,cut,corner,41219,8.4,cut corner,1,,0.9329268292682928,858.2378048780488,0.9838709677419356,859.3064516129032
777,inflate one's ego,y,Collocation,y,48,English,P065,1,324.0,Female,English,inflate,ego,2090,8.0,inflate ego,1,,0.9329268292682928,858.2378048780488,1.0,1020.9016393442624
757,crack a smile,y,Collocation,y,48,English,P065,1,324.0,Female,English,crack,smile,7983,8.2,crack smile,1,,0.9329268292682928,858.2378048780488,1.0,830.655737704918
803,erase history,y,Collocation,y,48,English,P065,1,324.0,Female,English,erase,history,5499,5.8,erase history,1,,0.9329268292682928,858.2378048780488,0.9838709677419356,877.241935483871
882,slash one's throat,y,Compositional,y,48,English,P065,1,324.0,Female,English,slash,throat,2869,8.1,slash throat,1,,0.9329268292682928,858.2378048780488,0.9666666666666668,1049.0833333333333
2387,fuel one's passion,y,Collocation,y,48,English,P065,1,324.0,Female,English,fuel,passion,4510,7.0,fuel passion,1,,0.9329268292682928,858.2378048780488,0.9672131147540984,997.0
1047,throw a rock,n,Compositional,y,48,English,P065,1,324.0,Female,English,throw,rock,33109,8.0,throw rock,0,,0.9329268292682928,858.2378048780488,0.9516129032258064,912.3548387096774
702,cross a street,y,Compositional,y,48,English,P065,1,324.0,Female,English,cross,street,45592,9.0,cross street,1,,0.9329268292682928,858.2378048780488,0.9838709677419356,967.483870967742
616,weave a story,y,Collocation,y,48,English,P065,1,324.0,Female,English,weave,story,15961,6.1,weave story,1,,0.9329268292682928,858.2378048780488,0.7903225806451613,992.8709677419356
655,float one's boat,y,Idiom,y,48,English,P065,1,324.0,Female,English,float,boat,12267,8.4,float boat,1,,0.9329268292682928,858.2378048780488,0.967741935483871,1002.7096774193548
664,spill the beans,y,Idiom,y,48,English,P065,1,324.0,Female,English,spill,bean,18162,10.4,spill bean,1,,0.9329268292682928,858.2378048780488,1.0,768.3870967741935
677,enter the market,y,Idiom,y,48,English,P065,1,324.0,Female,English,enter,market,122635,8.9,enter market,1,,0.9329268292682928,858.2378048780488,0.9672131147540984,871.4918032786885
661,skip breakfast,y,Collocation,y,48,English,P065,1,324.0,Female,English,skip,breakfast,8437,8.2,skip breakfast,1,,0.9329268292682928,858.2378048780488,1.0,803.2459016393443
966,cast doubt,n,Collocation,y,48,English,P065,1,324.0,Female,English,cast,doubt,56812,9.6,cast doubt,0,,0.9329268292682928,858.2378048780488,0.9516129032258064,847.6451612903226
991,blow air,y,Compositional,y,48,English,P065,1,324.0,Female,English,blow,air,19266,8.4,blow air,1,,0.9329268292682928,858.2378048780488,0.95,878.7333333333333
598,smell the roses,y,Idiom,y,48,English,P065,1,324.0,Female,English,smell,rose,7425,9.4,smell rose,1,,0.9329268292682928,858.2378048780488,0.9672131147540984,843.1147540983607
1394,stir a mixture,y,Compositional,y,48,English,P065,1,324.0,Female,English,stir,mixture,9045,8.7,stir mixture,1,,0.9329268292682928,858.2378048780488,0.8360655737704918,1062.622950819672
627,lock horns,n,Idiom,y,48,English,P065,1,324.0,Female,English,lock,horn,10804,8.4,lock horn,0,,0.9329268292682928,858.2378048780488,0.7903225806451613,1001.0967741935484
746,soften one's tone,y,Collocation,y,48,English,P065,1,324.0,Female,English,soften,tone,1969,6.3,soften tone,1,,0.9329268292682928,858.2378048780488,0.967741935483871,1106.1290322580646
538,hold hands,y,Compositional,y,48,English,P065,1,324.0,Female,English,hold,hand,168395,8.4,hold hand,1,,0.9329268292682928,858.2378048780488,1.0,730.8709677419355
773,shatter the record,y,Idiom,y,48,English,P065,1,324.0,Female,English,shatter,record,9028,6.3,shatter record,1,,0.9329268292682928,858.2378048780488,0.918032786885246,1066.72131147541
957,scrape the skin,y,Compositional,y,48,English,P065,1,324.0,Female,English,scrape,skin,1675,5.4,scrape skin,1,,0.9329268292682928,858.2378048780488,0.9193548387096774,1072.983870967742
718,sweeten the deal,y,Collocation,y,48,English,P065,1,324.0,Female,English,sweeten,deal,8402,6.5,sweeten deal,1,,0.9329268292682928,858.2378048780488,0.9516129032258064,952.1290322580644
655,cover ground,y,Idiom,y,48,English,P065,1,324.0,Female,English,cover,ground,43449,7.4,cover ground,1,,0.9329268292682928,858.2378048780488,0.967741935483871,913.5645161290324
644,unearth treasure,y,Idiom,y,48,English,P065,1,324.0,Female,English,unearth,treasure,1465,7.1,unearth treasure,1,,0.9329268292682928,858.2378048780488,0.9032258064516128,1036.2096774193549
823,fan one's face,y,Compositional,y,48,English,P065,1,324.0,Female,English,fan,face,681,3.5,fan face,1,,0.9329268292682928,858.2378048780488,0.8387096774193549,1184.6290322580646
677,beat the odds,y,Collocation,y,48,English,P065,1,324.0,Female,English,beat,odd,12754,7.7,beat odd,1,,0.9329268292682928,858.2378048780488,0.967741935483871,842.3709677419355
744,spark a flame,y,Compositional,y,48,English,P065,1,324.0,Female,English,spark,flame,1100,5.7,spark flame,1,,0.9329268292682928,858.2378048780488,0.9193548387096774,943.741935483871
750,ignite a fire,y,Idiom,y,48,English,P065,1,324.0,Female,English,ignite,fire,9306,7.5,ignite fire,1,,0.9329268292682928,858.2378048780488,1.0,834.1935483870968
674,level the ground,y,Compositional,y,48,English,P065,1,324.0,Female,English,level,ground,2181,5.3,level ground,1,,0.9329268292682928,858.2378048780488,0.935483870967742,961.1612903225806
578,push the button,y,Idiom,y,48,English,P065,1,324.0,Female,English,push,button,90119,9.6,push button,1,,0.9329268292682928,858.2378048780488,0.9838709677419356,764.9516129032259
563,strike gold,y,Idiom,y,48,English,P065,1,324.0,Female,English,strike,gold,11563,7.8,strike gold,1,,0.9329268292682928,858.2378048780488,0.9666666666666668,840.7
1020,drain the oil,y,Compositional,y,48,English,P065,1,324.0,Female,English,drain,oil,6015,6.9,drain oil,1,,0.9329268292682928,858.2378048780488,0.8225806451612904,1049.967741935484
719,raise a child,y,Collocation,y,48,English,P065,1,324.0,Female,English,raise,child,168326,8.7,raise child,1,,0.9329268292682928,858.2378048780488,1.0,759.9354838709677
662,chase a ball,y,Compositional,y,48,English,P065,1,324.0,Female,English,chase,ball,7917,6.8,chase ball,1,,0.9329268292682928,858.2378048780488,0.9672131147540984,1004.032786885246
818,twist an ankle,y,Compositional,y,28,English,P066,1,347.0,Female,English,twist,ankle,5585,9.1,twist ankle,1,,0.8282208588957055,910.1717791411044,0.9838709677419356,926.6612903225806
853,spread terror,y,Collocation,y,28,English,P066,1,347.0,Female,English,spread,terror,3270,6.0,spread terror,1,,0.8282208588957055,910.1717791411044,0.967741935483871,986.016129032258
963,dent one's confidence,y,Collocation,y,28,English,P066,1,347.0,Female,English,dent,confidence,1228,5.4,dent confidence,1,,0.8282208588957055,910.1717791411044,0.935483870967742,1285.516129032258
801,lift a hand,y,Compositional,y,28,English,P066,1,347.0,Female,English,lift,hand,29716,7.4,lift hand,1,,0.8282208588957055,910.1717791411044,0.935483870967742,988.951612903226
1461,sow confusion,y,Collocation,y,28,English,P066,1,347.0,Female,English,sow,confusion,3504,7.7,sow confusion,1,,0.8282208588957055,910.1717791411044,0.7580645161290323,1211.467741935484
1126,pierce the veil,y,Idiom,y,28,English,P066,1,347.0,Female,English,pierce,veil,4674,9.5,pierce veil,1,,0.8282208588957055,910.1717791411044,0.6229508196721312,1321.1475409836066
2118,smear an opponent,n,Idiom,y,28,English,P066,1,347.0,Female,English,smear,opponent,933,5.6,smear opponent,0,,0.8282208588957055,910.1717791411044,0.6129032258064516,1304.854838709677
1061,dangle a carrot,y,Idiom,y,28,English,P066,1,347.0,Female,English,dangle,carrot,2648,9.5,dangle carrot,1,,0.8282208588957055,910.1717791411044,0.935483870967742,1088.1774193548388
